pair_a,pair_b,coint_pvalue,coint_score,hedge_ratio,half_life,spread_std,adf_pvalue,adf_stat
USDCAD,CADJPY,0.5279748444279683,-2.00116037155587,0.37269403550024194,381.47190419681414,0.11468585593406433,0.2858986655554646,-2.00153909982864
USDJPY,CADJPY,0.5284965154165268,-2.0001569082187878,1.3723274514784576,384.0556910364317,0.11459919223550048,0.2861972842245504,-2.0008574034493716
AUDNZD,CADCHF,0.5372868229492418,-1.9832238053671536,0.37359123582491416,259.11381062023503,0.051647601506965034,0.2942998707640351,-1.982497044095864
EURAUD,GBPCAD,0.5385960614471764,-1.9806974924148897,0.6776843773025226,248.2020960129972,0.07857535104582956,0.295264549811576,-1.980328185541777
GBPCHF,NZDJPY,0.5410858603286726,-1.9758898257898885,-0.46707305712376024,222.71993053209,0.10453374493836758,0.08948984400250376,-2.617221847716616
GBPCHF,AUDNZD,0.5458455770681225,-1.9666861931938893,0.8696817304799893,321.7408905529009,0.10036976940102084,0.3015973308629979,-1.9661769458601102
AUDUSD,GBPCAD,0.5543965435115481,-1.9501048305124378,-1.0787972277274036,373.5946577698396,0.14401219368346932,0.30888347051847975,-1.9500739466317156
USDJPY,USDCAD,0.5564740275906053,-1.946066441053605,1.3173525368649808,275.86832609753804,0.10590443029970131,0.3108958634961031,-1.945658653502945
AUDCHF,NZDCHF,0.5567398329966541,-1.9455494502825696,1.2118442611085387,335.3910618019049,0.06814288840712983,0.31116169189084714,-1.945076429730467
GBPJPY,GBPCHF,0.559396398418344,-1.940378656314164,-0.47010840523175873,338.8827417256977,0.1323233154495506,0.31334004967624235,-1.940314173520779
AUDNZD,NZDCHF,0.5598375529363671,-1.9395193069632288,0.21071506388297265,337.80594838290415,0.06805356686109731,0.3138571533308694,-1.939185992443818
AUDNZD,NZDJPY,0.5628213137907496,-1.933701855996635,-0.3791889844445145,261.4298105187744,0.0573503034336431,0.17040557486713276,-2.3048591910223637
